"","Yr","TOT","SUMM","SSB","std","F","Catch","SSB_unfished","model"
"94",1992,163079,163079,59319.5,4872.62,0.519544,43067.8,79434.5,"scenario_3"
"95",1993,142474,142474,53132,4525.355,0.468139,34204.7,79434.5,"scenario_3"
"96",1994,127361,127361,49426.85,4330.91,0.304595,21539.1,79434.5,"scenario_3"
"97",1995,124879,124879,47459.6,3994.5,0.233089,16534.1,79434.5,"scenario_3"
"98",1996,128690,128690,46449.8,3593.805,0.478861,31609.1,79434.5,"scenario_3"
"99",1997,120345,120345,43423.2,3171.045,0.417688,25164,79434.5,"scenario_3"
"100",1998,121949,121949,41790.75,2879.6,0.62517,34726.3,79434.5,"scenario_3"
"101",1999,121781,121781,40155.9,2815.585,0.52769,28130.4,79434.5,"scenario_3"
"102",2000,128579,128579,42258.25,2906.26,0.752029,39684.6,79434.5,"scenario_3"
"103",2001,124407,124407,42503.35,3043.475,0.636904,34207.3,79434.5,"scenario_3"
"104",2002,127385,127385,43044.55,3179.025,0.546367,30800.9,79434.5,"scenario_3"
"105",2003,134248,134248,44650.05,3334.49,0.553008,32456.7,79434.5,"scenario_3"
"106",2004,134857,134857,47977.8,3542.365,0.46082,28873.1,79434.5,"scenario_3"
"107",2005,130842,130842,49800.85,3462.04,0.331871,22693.6,79434.5,"scenario_3"
"108",2006,125226,125226,49009.75,3171.04,0.344964,24211.4,79434.5,"scenario_3"
"109",2007,115034,115034,43660.2,2773.48,0.558532,34354.6,79434.5,"scenario_3"
"110",2008,95806.2,95806.2,34372.8,2360.42,0.661953,31228.7,79434.5,"scenario_3"
"111",2009,81987.3,81987.3,27860.15,2033.565,0.794379,28581.7,79434.5,"scenario_3"
"112",2010,73661.9,73661.9,23576.15,1902.44,1.01602,29006.1,79434.5,"scenario_3"
"113",2011,65232.1,65232.1,22067.9,1909.735,0.380327,10888.6,79434.5,"scenario_3"
"114",2012,70668.3,70668.3,25103.45,2026.045,0.564258,18220,79434.5,"scenario_3"
"115",2013,67868.5,67868.5,24627.55,2134.52,0.405219,13612.3,79434.5,"scenario_3"
"116",2014,69608.9,69608.9,24936,2297.31,0.29987,10583.2,79434.5,"scenario_3"
"117",2015,76389.3,76389.3,26599.3,2605.585,0.241989,9209.56,79434.5,"scenario_3"
"118",2016,90073.2,90073.2,29186.9,3003.83,0.34482,13231.8,79434.5,"scenario_3"
"119",2017,87855.5,87855.5,27883.05,2613.985,0.42934,15170.3,79434.5,"scenario_3"
"120",2018,82311,82311,26647.15,2422.695,0.637259,20414.3,79434.5,"scenario_3"
"121",2019,71154.5,71154.5,23086.6,2312.95,0.69228,19186.9,79434.5,"scenario_3"
"122",2020,62434.2,62434.2,19555.8,2246.14,0.593951,14249.9,79434.5,"scenario_3"
"123",2021,60472.2,60472.2,17834,2164.25,0.651058,13966.1,79434.5,"scenario_3"
"124",2022,58732.7,58732.7,17534.35,2177.905,0.571835,11852,79434.5,"scenario_3"
"125",2023,55767.9,55767.9,18301.65,2636.15,0.32731,7311.63,79434.5,"scenario_3"
"126",2024,54611.8,54611.8,19159.65,3206.69,0.158132,4073.34,79434.5,"scenario_3"
"127",2025,61270.6,61270.6,20950.35,11840.65,0.219975,6394.29,79434.5,"scenario_3"
"128",2026,67205.2,67205.2,22398.8,20259.4,0.272928,8365.72,79434.5,"scenario_3"
"129",2027,72415.3,72415.3,24073.5,25316.2,0.335702,10732.4,79434.5,"scenario_3"
"130",2028,75992.8,75992.8,25413.45,26209.35,0.386006,12828.3,79434.5,"scenario_3"
"131",2029,77779.8,77779.8,26132.3,24964.95,0.412913,14076.2,79434.5,"scenario_3"
"132",2030,78368.1,78368.1,26381.5,23627.7,0.422172,14549.3,79434.5,"scenario_3"
"133",2031,78441.5,78441.5,26418.15,22926.2,0.423484,14632.6,79434.5,"scenario_3"
"134",2032,78389.8,78389.8,26399.6,22731.25,0.422758,14605.3,79434.5,"scenario_3"
"135",2033,78349.4,78349.4,26383.55,22737.1,0.422152,14576.7,79434.5,"scenario_3"
"136",2034,78333.6,78333.6,26377,22779.25,0.421907,14564,79434.5,"scenario_3"
"137",2035,78330.4,78330.4,26375.6,22805.75,0.421856,14561,79434.5,"scenario_3"
"138",2036,78331,78331,26375.75,22814.85,0.421863,14561.1,79434.5,"scenario_3"
"139",1991,150890,150890,57603,5591.6,0.112345,9797.54,79434.5,"scenario_4"
"140",1992,163079,163079,59319.5,4872.62,0.519544,43067.8,79434.5,"scenario_4"
"141",1993,142474,142474,53132,4525.355,0.468139,34204.7,79434.5,"scenario_4"
"142",1994,127361,127361,49426.85,4330.91,0.304595,21539.1,79434.5,"scenario_4"
"143",1995,124879,124879,47459.6,3994.5,0.233089,16534.1,79434.5,"scenario_4"
"144",1996,128690,128690,46449.8,3593.805,0.478861,31609.1,79434.5,"scenario_4"
"145",1997,120345,120345,43423.2,3171.045,0.417688,25164,79434.5,"scenario_4"
"146",1998,121949,121949,41790.75,2879.6,0.62517,34726.3,79434.5,"scenario_4"
"147",1999,121781,121781,40155.9,2815.585,0.52769,28130.4,79434.5,"scenario_4"
"148",2000,128579,128579,42258.25,2906.26,0.752029,39684.6,79434.5,"scenario_4"
"149",2001,124407,124407,42503.35,3043.475,0.636904,34207.3,79434.5,"scenario_4"
"150",2002,127385,127385,43044.55,3179.025,0.546367,30800.9,79434.5,"scenario_4"
"151",2003,134248,134248,44650.05,3334.49,0.553008,32456.7,79434.5,"scenario_4"
"152",2004,134857,134857,47977.8,3542.365,0.46082,28873.1,79434.5,"scenario_4"
"153",2005,130842,130842,49800.85,3462.04,0.331871,22693.6,79434.5,"scenario_4"
"154",2006,125226,125226,49009.75,3171.04,0.344964,24211.4,79434.5,"scenario_4"
"155",2007,115034,115034,43660.2,2773.48,0.558532,34354.6,79434.5,"scenario_4"
"156",2008,95806.2,95806.2,34372.8,2360.42,0.661953,31228.7,79434.5,"scenario_4"
"157",2009,81987.3,81987.3,27860.15,2033.565,0.794379,28581.7,79434.5,"scenario_4"
"158",2010,73661.9,73661.9,23576.15,1902.44,1.01602,29006.1,79434.5,"scenario_4"
"159",2011,65232.1,65232.1,22067.9,1909.735,0.380327,10888.6,79434.5,"scenario_4"
"160",2012,70668.3,70668.3,25103.45,2026.045,0.564258,18220,79434.5,"scenario_4"
"161",2013,67868.5,67868.5,24627.55,2134.52,0.405219,13612.3,79434.5,"scenario_4"
"162",2014,69608.9,69608.9,24936,2297.31,0.29987,10583.2,79434.5,"scenario_4"
"163",2015,76389.3,76389.3,26599.3,2605.585,0.241989,9209.56,79434.5,"scenario_4"
"164",2016,90073.2,90073.2,29186.9,3003.83,0.34482,13231.8,79434.5,"scenario_4"
"165",2017,87855.5,87855.5,27883.05,2613.985,0.42934,15170.3,79434.5,"scenario_4"
"166",2018,82311,82311,26647.15,2422.695,0.637259,20414.3,79434.5,"scenario_4"
"167",2019,71154.5,71154.5,23086.6,2312.95,0.69228,19186.9,79434.5,"scenario_4"
"168",2020,62434.2,62434.2,19555.8,2246.14,0.593951,14249.9,79434.5,"scenario_4"
"169",2021,60472.2,60472.2,17834,2164.25,0.651058,13966.1,79434.5,"scenario_4"
"170",2022,58732.7,58732.7,17534.35,2177.905,0.571835,11852,79434.5,"scenario_4"
"171",2023,55767.9,55767.9,18301.65,2636.15,0.32731,7311.63,79434.5,"scenario_4"
"172",2024,54611.8,54611.8,19367.9,3370.83,0.0343642,914.186,79434.5,"scenario_4"
"173",2025,63848.8,63848.8,22425.35,13567.85,0.0540898,1745.65,79434.5,"scenario_4"
"174",2026,73207.6,73207.6,25504.2,27643.35,0.0741173,2729.69,79434.5,"scenario_4"
"175",2027,81997.3,81997.3,28879.75,40510.4,0.0961931,3963.14,79434.5,"scenario_4"
"176",2028,89320.3,89320.3,31969.6,50235,0.115192,5236.46,79434.5,"scenario_4"
"177",2029,94752.1,94752.1,34404.5,60230.5,0.115192,5678.72,79434.5,"scenario_4"
"178",2030,98916.7,98916.7,36297.7,67555,0.115192,6045.71,79434.5,"scenario_4"
"179",2031,101915,101915,37667,72765.5,0.115192,6319.65,79434.5,"scenario_4"
"180",2032,103963,103963,38604.45,76394,0.115192,6511.04,79434.5,"scenario_4"
"181",2033,105329,105329,39230.05,78845,0.115192,6638.21,79434.5,"scenario_4"
"182",2034,106216,106216,39636.7,80470,0.115192,6720.33,79434.5,"scenario_4"
"183",2035,106781,106781,39895.6,81532.5,0.115192,6772.33,79434.5,"scenario_4"
"184",2036,107135,107135,40057.95,82219.5,0.115192,6804.82,79434.5,"scenario_4"
"185",1991,150890,150890,57603,5591.6,0.112345,9797.54,79434.5,"scenario_5"
"186",1992,163079,163079,59319.5,4872.62,0.519544,43067.8,79434.5,"scenario_5"
"187",1993,142474,142474,53132,4525.355,0.468139,34204.7,79434.5,"scenario_5"
"188",1994,127361,127361,49426.85,4330.91,0.304595,21539.1,79434.5,"scenario_5"
"189",1995,124879,124879,47459.6,3994.5,0.233089,16534.1,79434.5,"scenario_5"
"190",1996,128690,128690,46449.8,3593.805,0.478861,31609.1,79434.5,"scenario_5"
"191",1997,120345,120345,43423.2,3171.045,0.417688,25164,79434.5,"scenario_5"
"192",1998,121949,121949,41790.75,2879.6,0.62517,34726.3,79434.5,"scenario_5"
"193",1999,121781,121781,40155.9,2815.585,0.52769,28130.4,79434.5,"scenario_5"
"194",2000,128579,128579,42258.25,2906.26,0.752029,39684.6,79434.5,"scenario_5"
"195",2001,124407,124407,42503.35,3043.475,0.636904,34207.3,79434.5,"scenario_5"
"196",2002,127385,127385,43044.55,3179.025,0.546367,30800.9,79434.5,"scenario_5"
"197",2003,134248,134248,44650.05,3334.49,0.553008,32456.7,79434.5,"scenario_5"
"198",2004,134857,134857,47977.8,3542.365,0.46082,28873.1,79434.5,"scenario_5"
"199",2005,130842,130842,49800.85,3462.04,0.331871,22693.6,79434.5,"scenario_5"
"200",2006,125226,125226,49009.75,3171.04,0.344964,24211.4,79434.5,"scenario_5"
"201",2007,115034,115034,43660.2,2773.48,0.558532,34354.6,79434.5,"scenario_5"
"202",2008,95806.2,95806.2,34372.8,2360.42,0.661953,31228.7,79434.5,"scenario_5"
"203",2009,81987.3,81987.3,27860.15,2033.565,0.794379,28581.7,79434.5,"scenario_5"
"204",2010,73661.9,73661.9,23576.15,1902.44,1.01602,29006.1,79434.5,"scenario_5"
"205",2011,65232.1,65232.1,22067.9,1909.735,0.380327,10888.6,79434.5,"scenario_5"
"206",2012,70668.3,70668.3,25103.45,2026.045,0.564258,18220,79434.5,"scenario_5"
"207",2013,67868.5,67868.5,24627.55,2134.52,0.405219,13612.3,79434.5,"scenario_5"
"208",2014,69608.9,69608.9,24936,2297.31,0.29987,10583.2,79434.5,"scenario_5"
"209",2015,76389.3,76389.3,26599.3,2605.585,0.241989,9209.56,79434.5,"scenario_5"
"210",2016,90073.2,90073.2,29186.9,3003.83,0.34482,13231.8,79434.5,"scenario_5"
"211",2017,87855.5,87855.5,27883.05,2613.985,0.42934,15170.3,79434.5,"scenario_5"
"212",2018,82311,82311,26647.15,2422.695,0.637259,20414.3,79434.5,"scenario_5"
"213",2019,71154.5,71154.5,23086.6,2312.95,0.69228,19186.9,79434.5,"scenario_5"
"214",2020,62434.2,62434.2,19555.8,2246.14,0.593951,14249.9,79434.5,"scenario_5"
"215",2021,60472.2,60472.2,17834,2164.25,0.651058,13966.1,79434.5,"scenario_5"
"216",2022,58732.7,58732.7,17534.35,2177.905,0.571835,11852,79434.5,"scenario_5"
"217",2023,55767.9,55767.9,18301.65,2636.15,0.32731,7311.63,79434.5,"scenario_5"
"218",2024,54611.8,54611.8,19426.2,3414.095,0,0,79434.5,"scenario_5"
"219",2025,64597.3,64597.3,22876.95,14104.45,0,0,79434.5,"scenario_5"
"220",2026,75281.3,75281.3,26627.9,30317.2,0,0,79434.5,"scenario_5"
"221",2027,85961.3,85961.3,30949.6,47500.15,0,0,79434.5,"scenario_5"
"222",2028,95800.8,95800.8,35276.95,62745.5,0,0,79434.5,"scenario_5"
"223",2029,104268,104268,39135.85,75427.5,0,0,79434.5,"scenario_5"
"224",2030,111187,111187,42334.4,85664.5,0,0,79434.5,"scenario_5"
"225",2031,116600,116600,44850.75,93735,0,0,79434.5,"scenario_5"
"226",2032,120672,120672,46749.3,99992.5,0,0,79434.5,"scenario_5"
"227",2033,123683,123683,48154.95,104719.5,0,0,79434.5,"scenario_5"
"228",2034,125863,125863,49172.8,108233,0,0,79434.5,"scenario_5"
"229",2035,127412,127412,49896.4,110815,0,0,79434.5,"scenario_5"
"230",2036,128498,128498,50404,112693.5,0,0,79434.5,"scenario_5"
"231",1991,150890,150890,57603,5591.6,0.112345,9797.54,79434.5,"scenario_6"
"232",1992,163079,163079,59319.5,4872.62,0.519544,43067.8,79434.5,"scenario_6"
"233",1993,142474,142474,53132,4525.355,0.468139,34204.7,79434.5,"scenario_6"
"234",1994,127361,127361,49426.85,4330.91,0.304595,21539.1,79434.5,"scenario_6"
"235",1995,124879,124879,47459.6,3994.5,0.233089,16534.1,79434.5,"scenario_6"
"236",1996,128690,128690,46449.8,3593.805,0.478861,31609.1,79434.5,"scenario_6"
"237",1997,120345,120345,43423.2,3171.045,0.417688,25164,79434.5,"scenario_6"
"238",1998,121949,121949,41790.75,2879.6,0.62517,34726.3,79434.5,"scenario_6"
"239",1999,121781,121781,40155.9,2815.585,0.52769,28130.4,79434.5,"scenario_6"
"240",2000,128579,128579,42258.25,2906.26,0.752029,39684.6,79434.5,"scenario_6"
"241",2001,124407,124407,42503.35,3043.475,0.636904,34207.3,79434.5,"scenario_6"
"242",2002,127385,127385,43044.55,3179.025,0.546367,30800.9,79434.5,"scenario_6"
"243",2003,134248,134248,44650.05,3334.49,0.553008,32456.7,79434.5,"scenario_6"
"244",2004,134857,134857,47977.8,3542.365,0.46082,28873.1,79434.5,"scenario_6"
"245",2005,130842,130842,49800.85,3462.04,0.331871,22693.6,79434.5,"scenario_6"
"246",2006,125226,125226,49009.75,3171.04,0.344964,24211.4,79434.5,"scenario_6"
"247",2007,115034,115034,43660.2,2773.48,0.558532,34354.6,79434.5,"scenario_6"
"248",2008,95806.2,95806.2,34372.8,2360.42,0.661953,31228.7,79434.5,"scenario_6"
"249",2009,81987.3,81987.3,27860.15,2033.565,0.794379,28581.7,79434.5,"scenario_6"
"250",2010,73661.9,73661.9,23576.15,1902.44,1.01602,29006.1,79434.5,"scenario_6"
"251",2011,65232.1,65232.1,22067.9,1909.735,0.380327,10888.6,79434.5,"scenario_6"
"252",2012,70668.3,70668.3,25103.45,2026.045,0.564258,18220,79434.5,"scenario_6"
"253",2013,67868.5,67868.5,24627.55,2134.52,0.405219,13612.3,79434.5,"scenario_6"
"254",2014,69608.9,69608.9,24936,2297.31,0.29987,10583.2,79434.5,"scenario_6"
"255",2015,76389.3,76389.3,26599.3,2605.585,0.241989,9209.56,79434.5,"scenario_6"
"256",2016,90073.2,90073.2,29186.9,3003.83,0.34482,13231.8,79434.5,"scenario_6"
"257",2017,87855.5,87855.5,27883.05,2613.985,0.42934,15170.3,79434.5,"scenario_6"
"258",2018,82311,82311,26647.15,2422.695,0.637259,20414.3,79434.5,"scenario_6"
"259",2019,71154.5,71154.5,23086.6,2312.95,0.69228,19186.9,79434.5,"scenario_6"
"260",2020,62434.2,62434.2,19555.8,2246.14,0.593951,14249.9,79434.5,"scenario_6"
"261",2021,60472.2,60472.2,17834,2164.25,0.651058,13966.1,79434.5,"scenario_6"
"262",2022,58732.7,58732.7,17534.35,2177.905,0.571835,11852,79434.5,"scenario_6"
"263",2023,55767.9,55767.9,18301.65,2636.15,0.32731,7311.63,79434.5,"scenario_6"
"264",2024,54611.8,54611.8,19141.05,3181.74,0.169248,4347.23,79434.5,"scenario_6"
"265",2025,61047.7,61047.7,20828.75,11691.55,0.232601,6703.44,79434.5,"scenario_6"
"266",2026,66763.2,66763.2,22178,19699.3,0.286684,8668.1,79434.5,"scenario_6"
"267",2027,71803,71803,23773.55,24357.15,0.35241,11072.6,79434.5,"scenario_6"
"268",2028,75217.4,75217.4,25040.55,24992.2,0.404616,13178.6,79434.5,"scenario_6"
"269",2029,76864.6,76864.6,25699.45,23672.2,0.431637,14390.8,79434.5,"scenario_6"
"270",2030,77366,77366,25912.4,22384.6,0.440274,14820,79434.5,"scenario_6"
"271",2031,77404.8,77404.8,25934.75,21761.2,0.441116,14878.4,79434.5,"scenario_6"
"272",2032,77347.8,77347.8,25913.95,21617.05,0.440229,14844.1,79434.5,"scenario_6"
"273",2033,77311,77311,25899.3,21641.45,0.439624,14816.3,79434.5,"scenario_6"
"274",2034,77298.6,77298.6,25894.15,21684.4,0.439415,14805.7,79434.5,"scenario_6"
"275",2035,77297.1,77297.1,25893.4,21706.85,0.439386,14803.8,79434.5,"scenario_6"
"276",2036,77298,77298,25893.75,21712.95,0.4394,14804.3,79434.5,"scenario_6"
"277",1991,150890,150890,57603,5591.6,0.112345,9797.54,79434.5,"scenario_7"
"278",1992,163079,163079,59319.5,4872.62,0.519544,43067.8,79434.5,"scenario_7"
"279",1993,142474,142474,53132,4525.355,0.468139,34204.7,79434.5,"scenario_7"
"280",1994,127361,127361,49426.85,4330.91,0.304595,21539.1,79434.5,"scenario_7"
"281",1995,124879,124879,47459.6,3994.5,0.233089,16534.1,79434.5,"scenario_7"
"282",1996,128690,128690,46449.8,3593.805,0.478861,31609.1,79434.5,"scenario_7"
"283",1997,120345,120345,43423.2,3171.045,0.417688,25164,79434.5,"scenario_7"
"284",1998,121949,121949,41790.75,2879.6,0.62517,34726.3,79434.5,"scenario_7"
"285",1999,121781,121781,40155.9,2815.585,0.52769,28130.4,79434.5,"scenario_7"
"286",2000,128579,128579,42258.25,2906.26,0.752029,39684.6,79434.5,"scenario_7"
"287",2001,124407,124407,42503.35,3043.475,0.636904,34207.3,79434.5,"scenario_7"
"288",2002,127385,127385,43044.55,3179.025,0.546367,30800.9,79434.5,"scenario_7"
"289",2003,134248,134248,44650.05,3334.49,0.553008,32456.7,79434.5,"scenario_7"
"290",2004,134857,134857,47977.8,3542.365,0.46082,28873.1,79434.5,"scenario_7"
"291",2005,130842,130842,49800.85,3462.04,0.331871,22693.6,79434.5,"scenario_7"
"292",2006,125226,125226,49009.75,3171.04,0.344964,24211.4,79434.5,"scenario_7"
"293",2007,115034,115034,43660.2,2773.48,0.558532,34354.6,79434.5,"scenario_7"
"294",2008,95806.2,95806.2,34372.8,2360.42,0.661953,31228.7,79434.5,"scenario_7"
"295",2009,81987.3,81987.3,27860.15,2033.565,0.794379,28581.7,79434.5,"scenario_7"
"296",2010,73661.9,73661.9,23576.15,1902.44,1.01602,29006.1,79434.5,"scenario_7"
"297",2011,65232.1,65232.1,22067.9,1909.735,0.380327,10888.6,79434.5,"scenario_7"
"298",2012,70668.3,70668.3,25103.45,2026.045,0.564258,18220,79434.5,"scenario_7"
"299",2013,67868.5,67868.5,24627.55,2134.52,0.405219,13612.3,79434.5,"scenario_7"
"300",2014,69608.9,69608.9,24936,2297.31,0.29987,10583.2,79434.5,"scenario_7"
