"","Yr","TOT","SUMM","SSB","std","F","Catch","SSB_unfished","model"
"59",2003,135413,135413,41992,3478.975,1.46238,32456.7,71990,"scenario_2"
"60",2004,137164,137164,46217.05,3762.68,1.00953,28873.1,71990,"scenario_2"
"61",2005,132992,132992,48604.75,3720.15,0.680553,22693.6,71990,"scenario_2"
"62",2006,125927,125927,47631.9,3401.495,0.564875,24211.4,71990,"scenario_2"
"63",2007,113907,113907,41668.95,2930.675,0.955254,34354.6,71990,"scenario_2"
"64",2008,94087.7,94087.7,32194.3,2428.44,1.16235,31228.8,71990,"scenario_2"
"65",2009,80436.1,80436.1,25780.55,2088.01,1.53135,28582.1,71990,"scenario_2"
"66",2010,72564.3,72564.3,21788.4,1966.975,2.31533,29006.3,71990,"scenario_2"
"67",2011,64401.5,64401.5,20824.55,1922.085,0.942364,10888.6,71990,"scenario_2"
"68",2012,68255.3,68255.3,23488.65,1977.935,1.17926,18220,71990,"scenario_2"
"69",2013,63176.6,63176.6,22318.75,1946.575,0.997566,13612.3,71990,"scenario_2"
"70",2014,61904.1,61904.1,21642.05,1905.515,0.785344,10583.2,71990,"scenario_2"
"71",2015,64228.2,64228.2,21900.5,1894.285,0.464503,9209.56,71990,"scenario_2"
"72",2016,70140.2,70140.2,23000.6,1961.07,0.856146,13231.8,71990,"scenario_2"
"73",2017,74289.6,74289.6,24036.05,2104.945,0.831561,15170.3,71990,"scenario_2"
"74",2018,75687.6,75687.6,25243.65,2362.79,0.914303,20414.3,71990,"scenario_2"
"75",2019,69222.7,69222.7,23489.1,2451.02,0.947838,19186.9,71990,"scenario_2"
"76",2020,63629.5,63629.5,21390.1,2519.115,0.632734,14249.9,71990,"scenario_2"
"77",2021,63802,63802,20513.15,2539.755,0.688405,13966.1,71990,"scenario_2"
"78",2022,65345.9,65345.9,20784.15,2594.97,0.605839,11852,71990,"scenario_2"
"79",2023,67518,67518,22924.85,3031.065,0.254176,7311.63,71990,"scenario_2"
"80",2024,72911,72911,25001.2,3392.61,0.824598,15237.8,71990,"scenario_2"
"81",2025,74740.5,74740.5,24508.95,9783.75,0.787482,14618.4,71990,"scenario_2"
"82",2026,79624.1,79624.1,25364.35,16291.2,0.851783,15890.7,71990,"scenario_2"
"83",2027,85090.3,85090.3,27146.6,19508.95,0.985649,18675,71990,"scenario_2"
"84",2028,88934.4,88934.4,28622.45,18234.25,1.09654,21358.9,71990,"scenario_2"
"85",2029,90630.3,90630.3,29363.5,16689.35,1.10961,22234.5,71990,"scenario_2"
"86",2030,91427.2,91427.2,29709.25,20394.7,1.10961,22665,71990,"scenario_2"
"87",2031,91703.6,91703.6,29823.15,22414.85,1.10961,22843.6,71990,"scenario_2"
"88",2032,91752.5,91752.5,29841.3,23527.25,1.10961,22885,71990,"scenario_2"
"89",2033,91743.6,91743.6,29836.7,24096.2,1.10961,22885.1,71990,"scenario_2"
"90",2034,91732.2,91732.2,29831.75,24353.8,1.10961,22880.2,71990,"scenario_2"
"91",2035,91726.2,91726.2,29829.3,24456.6,1.10961,22877.3,71990,"scenario_2"
"92",2036,91723.9,91723.9,29828.3,24493.35,1.10961,22876,71990,"scenario_2"
"93",1991,164444,164444,59888.5,6053.35,0.144053,9797.54,71990,"scenario_3"
"94",1992,176503,176503,61750.5,5411.15,0.622463,43067.8,71990,"scenario_3"
"95",1993,153787,153787,55829.5,5068.9,0.583088,34204.7,71990,"scenario_3"
"96",1994,135408,135408,51253.5,4778.055,0.380697,21539.1,71990,"scenario_3"
"97",1995,130432,130432,47832.3,4292.72,0.337276,16534.1,71990,"scenario_3"
"98",1996,132371,132371,45751.95,3779.345,0.702772,31609.1,71990,"scenario_3"
"99",1997,123060,123060,42344.55,3296.325,0.738548,25164,71990,"scenario_3"
"100",1998,125179,125179,40620.8,2981.665,1.02999,34726.3,71990,"scenario_3"
"101",1999,125503,125503,39224.95,2916.885,0.960668,28130.4,71990,"scenario_3"
"102",2000,131732,131732,41537,3055.335,1.36459,39684.7,71990,"scenario_3"
"103",2001,125974,125974,41561,3175.71,0.97225,34207.3,71990,"scenario_3"
"104",2002,127891,127891,40904.2,3300.72,1.20378,30800.9,71990,"scenario_3"
"105",2003,135413,135413,41992,3478.975,1.46238,32456.7,71990,"scenario_3"
"106",2004,137164,137164,46217.05,3762.68,1.00953,28873.1,71990,"scenario_3"
"107",2005,132992,132992,48604.75,3720.15,0.680553,22693.6,71990,"scenario_3"
"108",2006,125927,125927,47631.9,3401.495,0.564875,24211.4,71990,"scenario_3"
"109",2007,113907,113907,41668.95,2930.675,0.955254,34354.6,71990,"scenario_3"
"110",2008,94087.7,94087.7,32194.3,2428.44,1.16235,31228.8,71990,"scenario_3"
"111",2009,80436.1,80436.1,25780.55,2088.01,1.53135,28582.1,71990,"scenario_3"
"112",2010,72564.3,72564.3,21788.4,1966.975,2.31533,29006.3,71990,"scenario_3"
"113",2011,64401.5,64401.5,20824.55,1922.085,0.942364,10888.6,71990,"scenario_3"
"114",2012,68255.3,68255.3,23488.65,1977.935,1.17926,18220,71990,"scenario_3"
"115",2013,63176.6,63176.6,22318.75,1946.575,0.997566,13612.3,71990,"scenario_3"
"116",2014,61904.1,61904.1,21642.05,1905.515,0.785344,10583.2,71990,"scenario_3"
"117",2015,64228.2,64228.2,21900.5,1894.285,0.464503,9209.56,71990,"scenario_3"
"118",2016,70140.2,70140.2,23000.6,1961.07,0.856146,13231.8,71990,"scenario_3"
"119",2017,74289.6,74289.6,24036.05,2104.945,0.831561,15170.3,71990,"scenario_3"
"120",2018,75687.6,75687.6,25243.65,2362.79,0.914303,20414.3,71990,"scenario_3"
"121",2019,69222.7,69222.7,23489.1,2451.02,0.947838,19186.9,71990,"scenario_3"
"122",2020,63629.5,63629.5,21390.1,2519.115,0.632734,14249.9,71990,"scenario_3"
"123",2021,63802,63802,20513.15,2539.755,0.688405,13966.1,71990,"scenario_3"
"124",2022,65345.9,65345.9,20784.15,2594.97,0.605839,11852,71990,"scenario_3"
"125",2023,67518,67518,22924.85,3031.065,0.254176,7311.63,71990,"scenario_3"
"126",2024,72911,72911,25315.85,3524.295,0.584366,11241.8,71990,"scenario_3"
"127",2025,77881.1,77881.1,26065.75,10565.35,0.620993,12677.1,71990,"scenario_3"
"128",2026,83847.9,83847.9,27379.65,18360.4,0.686675,14432.5,71990,"scenario_3"
"129",2027,89795,89795,29432.2,24355.6,0.757824,16436.1,71990,"scenario_3"
"130",2028,94622.1,94622.1,31470.35,31083.75,0.757824,17357.7,71990,"scenario_3"
"131",2029,98553.8,98553.8,33183.8,33236.25,0.757824,18475.8,71990,"scenario_3"
"132",2030,101116,101116,34297.25,33091.45,0.757824,19365.4,71990,"scenario_3"
"133",2031,102520,102520,34901.25,32351.65,0.757824,19908.7,71990,"scenario_3"
"134",2032,103189,103189,35186.75,31746.6,0.757824,20183.8,71990,"scenario_3"
"135",2033,103479,103479,35309.1,31397.9,0.757824,20307,71990,"scenario_3"
"136",2034,103596,103596,35358.3,31230,0.757824,20358.1,71990,"scenario_3"
"137",2035,103640,103640,35377.1,31157.2,0.757824,20378.2,71990,"scenario_3"
"138",2036,103657,103657,35384,31127.95,0.757824,20385.7,71990,"scenario_3"
"139",1991,164444,164444,59888.5,6053.35,0.144053,9797.54,71990,"scenario_4"
"140",1992,176503,176503,61750.5,5411.15,0.622463,43067.8,71990,"scenario_4"
"141",1993,153787,153787,55829.5,5068.9,0.583088,34204.7,71990,"scenario_4"
"142",1994,135408,135408,51253.5,4778.055,0.380697,21539.1,71990,"scenario_4"
"143",1995,130432,130432,47832.3,4292.72,0.337276,16534.1,71990,"scenario_4"
"144",1996,132371,132371,45751.95,3779.345,0.702772,31609.1,71990,"scenario_4"
"145",1997,123060,123060,42344.55,3296.325,0.738548,25164,71990,"scenario_4"
"146",1998,125179,125179,40620.8,2981.665,1.02999,34726.3,71990,"scenario_4"
"147",1999,125503,125503,39224.95,2916.885,0.960668,28130.4,71990,"scenario_4"
"148",2000,131732,131732,41537,3055.335,1.36459,39684.7,71990,"scenario_4"
"149",2001,125974,125974,41561,3175.71,0.97225,34207.3,71990,"scenario_4"
"150",2002,127891,127891,40904.2,3300.72,1.20378,30800.9,71990,"scenario_4"
"151",2003,135413,135413,41992,3478.975,1.46238,32456.7,71990,"scenario_4"
"152",2004,137164,137164,46217.05,3762.68,1.00953,28873.1,71990,"scenario_4"
"153",2005,132992,132992,48604.75,3720.15,0.680553,22693.6,71990,"scenario_4"
"154",2006,125927,125927,47631.9,3401.495,0.564875,24211.4,71990,"scenario_4"
"155",2007,113907,113907,41668.95,2930.675,0.955254,34354.6,71990,"scenario_4"
"156",2008,94087.7,94087.7,32194.3,2428.44,1.16235,31228.8,71990,"scenario_4"
"157",2009,80436.1,80436.1,25780.55,2088.01,1.53135,28582.1,71990,"scenario_4"
"158",2010,72564.3,72564.3,21788.4,1966.975,2.31533,29006.3,71990,"scenario_4"
"159",2011,64401.5,64401.5,20824.55,1922.085,0.942364,10888.6,71990,"scenario_4"
"160",2012,68255.3,68255.3,23488.65,1977.935,1.17926,18220,71990,"scenario_4"
"161",2013,63176.6,63176.6,22318.75,1946.575,0.997566,13612.3,71990,"scenario_4"
"162",2014,61904.1,61904.1,21642.05,1905.515,0.785344,10583.2,71990,"scenario_4"
"163",2015,64228.2,64228.2,21900.5,1894.285,0.464503,9209.56,71990,"scenario_4"
"164",2016,70140.2,70140.2,23000.6,1961.07,0.856146,13231.8,71990,"scenario_4"
"165",2017,74289.6,74289.6,24036.05,2104.945,0.831561,15170.3,71990,"scenario_4"
"166",2018,75687.6,75687.6,25243.65,2362.79,0.914303,20414.3,71990,"scenario_4"
"167",2019,69222.7,69222.7,23489.1,2451.02,0.947838,19186.9,71990,"scenario_4"
"168",2020,63629.5,63629.5,21390.1,2519.115,0.632734,14249.9,71990,"scenario_4"
"169",2021,63802,63802,20513.15,2539.755,0.688405,13966.1,71990,"scenario_4"
"170",2022,65345.9,65345.9,20784.15,2594.97,0.605839,11852,71990,"scenario_4"
"171",2023,67518,67518,22924.85,3031.065,0.254176,7311.63,71990,"scenario_4"
"172",2024,72911,72911,25874.25,3709.54,0.168118,3479.11,71990,"scenario_4"
"173",2025,84034.5,84034.5,29387.8,12741.15,0.205909,5130.03,71990,"scenario_4"
"174",2026,95086.2,95086.2,33106.05,26741.25,0.205909,5887.85,71990,"scenario_4"
"175",2027,105976,105976,37491.1,39722.85,0.205909,6655.27,71990,"scenario_4"
"176",2028,115763,115763,41777.2,48690.35,0.205909,7466.22,71990,"scenario_4"
"177",2029,123824,123824,45414.2,53844.5,0.205909,8263.3,71990,"scenario_4"
"178",2030,129984,129984,48219.65,56311.5,0.205909,8965.82,71990,"scenario_4"
"179",2031,134389,134389,50230,57195,0.205909,9520.99,71990,"scenario_4"
"180",2032,137358,137358,51585,57316,0.205909,9922.07,71990,"scenario_4"
"181",2033,139294,139294,52467.5,57109.5,0.205909,10195.5,71990,"scenario_4"
"182",2034,140511,140511,53022,56835.5,0.205909,10372.8,71990,"scenario_4"
"183",2035,141257,141257,53362,56598,0.205909,10483.9,71990,"scenario_4"
"184",2036,141706,141706,53566,56421,0.205909,10551.7,71990,"scenario_4"
"185",1991,164444,164444,59888.5,6053.35,0.144053,9797.54,71990,"scenario_5"
"186",1992,176503,176503,61750.5,5411.15,0.622463,43067.8,71990,"scenario_5"
"187",1993,153787,153787,55829.5,5068.9,0.583088,34204.7,71990,"scenario_5"
"188",1994,135408,135408,51253.5,4778.055,0.380697,21539.1,71990,"scenario_5"
"189",1995,130432,130432,47832.3,4292.72,0.337276,16534.1,71990,"scenario_5"
"190",1996,132371,132371,45751.95,3779.345,0.702772,31609.1,71990,"scenario_5"
"191",1997,123060,123060,42344.55,3296.325,0.738548,25164,71990,"scenario_5"
"192",1998,125179,125179,40620.8,2981.665,1.02999,34726.3,71990,"scenario_5"
"193",1999,125503,125503,39224.95,2916.885,0.960668,28130.4,71990,"scenario_5"
"194",2000,131732,131732,41537,3055.335,1.36459,39684.7,71990,"scenario_5"
"195",2001,125974,125974,41561,3175.71,0.97225,34207.3,71990,"scenario_5"
"196",2002,127891,127891,40904.2,3300.72,1.20378,30800.9,71990,"scenario_5"
"197",2003,135413,135413,41992,3478.975,1.46238,32456.7,71990,"scenario_5"
"198",2004,137164,137164,46217.05,3762.68,1.00953,28873.1,71990,"scenario_5"
"199",2005,132992,132992,48604.75,3720.15,0.680553,22693.6,71990,"scenario_5"
"200",2006,125927,125927,47631.9,3401.495,0.564875,24211.4,71990,"scenario_5"
"201",2007,113907,113907,41668.95,2930.675,0.955254,34354.6,71990,"scenario_5"
"202",2008,94087.7,94087.7,32194.3,2428.44,1.16235,31228.8,71990,"scenario_5"
"203",2009,80436.1,80436.1,25780.55,2088.01,1.53135,28582.1,71990,"scenario_5"
"204",2010,72564.3,72564.3,21788.4,1966.975,2.31533,29006.3,71990,"scenario_5"
"205",2011,64401.5,64401.5,20824.55,1922.085,0.942364,10888.6,71990,"scenario_5"
"206",2012,68255.3,68255.3,23488.65,1977.935,1.17926,18220,71990,"scenario_5"
"207",2013,63176.6,63176.6,22318.75,1946.575,0.997566,13612.3,71990,"scenario_5"
"208",2014,61904.1,61904.1,21642.05,1905.515,0.785344,10583.2,71990,"scenario_5"
"209",2015,64228.2,64228.2,21900.5,1894.285,0.464503,9209.56,71990,"scenario_5"
"210",2016,70140.2,70140.2,23000.6,1961.07,0.856146,13231.8,71990,"scenario_5"
"211",2017,74289.6,74289.6,24036.05,2104.945,0.831561,15170.3,71990,"scenario_5"
"212",2018,75687.6,75687.6,25243.65,2362.79,0.914303,20414.3,71990,"scenario_5"
"213",2019,69222.7,69222.7,23489.1,2451.02,0.947838,19186.9,71990,"scenario_5"
"214",2020,63629.5,63629.5,21390.1,2519.115,0.632734,14249.9,71990,"scenario_5"
"215",2021,63802,63802,20513.15,2539.755,0.688405,13966.1,71990,"scenario_5"
"216",2022,65345.9,65345.9,20784.15,2594.97,0.605839,11852,71990,"scenario_5"
"217",2023,67518,67518,22924.85,3031.065,0.254176,7311.63,71990,"scenario_5"
"218",2024,72911,72911,26104.7,3795.235,0,0,71990,"scenario_5"
"219",2025,86812.9,86812.9,30993.65,13502.55,0,0,71990,"scenario_5"
"220",2026,101548,101548,36459.8,29170.45,0,0,71990,"scenario_5"
"221",2027,116057,116057,42572.4,44753.65,0,0,71990,"scenario_5"
"222",2028,129318,129318,48529.25,57079,0,0,71990,"scenario_5"
"223",2029,140726,140726,53787,66025,0,0,71990,"scenario_5"
"224",2030,150120,150120,58160.5,72250,0,0,71990,"scenario_5"
"225",2031,157555,157555,61636.5,76453.5,0,0,71990,"scenario_5"
"226",2032,163225,163225,64293.5,79285.5,0,0,71990,"scenario_5"
"227",2033,167506,167506,66302,81077.5,0,0,71990,"scenario_5"
"228",2034,170669,170669,67786,82185,0,0,71990,"scenario_5"
"229",2035,172968,172968,68865,82865.5,0,0,71990,"scenario_5"
"230",2036,174619,174619,69640.5,83281.5,0,0,71990,"scenario_5"
"231",1991,164444,164444,59888.5,6053.35,0.144053,9797.54,71990,"scenario_6"
"232",1992,176503,176503,61750.5,5411.15,0.622463,43067.8,71990,"scenario_6"
"233",1993,153787,153787,55829.5,5068.9,0.583088,34204.7,71990,"scenario_6"
"234",1994,135408,135408,51253.5,4778.055,0.380697,21539.1,71990,"scenario_6"
"235",1995,130432,130432,47832.3,4292.72,0.337276,16534.1,71990,"scenario_6"
"236",1996,132371,132371,45751.95,3779.345,0.702772,31609.1,71990,"scenario_6"
"237",1997,123060,123060,42344.55,3296.325,0.738548,25164,71990,"scenario_6"
"238",1998,125179,125179,40620.8,2981.665,1.02999,34726.3,71990,"scenario_6"
"239",1999,125503,125503,39224.95,2916.885,0.960668,28130.4,71990,"scenario_6"
"240",2000,131732,131732,41537,3055.335,1.36459,39684.7,71990,"scenario_6"
"241",2001,125974,125974,41561,3175.71,0.97225,34207.3,71990,"scenario_6"
"242",2002,127891,127891,40904.2,3300.72,1.20378,30800.9,71990,"scenario_6"
"243",2003,135413,135413,41992,3478.975,1.46238,32456.7,71990,"scenario_6"
"244",2004,137164,137164,46217.05,3762.68,1.00953,28873.1,71990,"scenario_6"
"245",2005,132992,132992,48604.75,3720.15,0.680553,22693.6,71990,"scenario_6"
"246",2006,125927,125927,47631.9,3401.495,0.564875,24211.4,71990,"scenario_6"
"247",2007,113907,113907,41668.95,2930.675,0.955254,34354.6,71990,"scenario_6"
"248",2008,94087.7,94087.7,32194.3,2428.44,1.16235,31228.8,71990,"scenario_6"
"249",2009,80436.1,80436.1,25780.55,2088.01,1.53135,28582.1,71990,"scenario_6"
"250",2010,72564.3,72564.3,21788.4,1966.975,2.31533,29006.3,71990,"scenario_6"
"251",2011,64401.5,64401.5,20824.55,1922.085,0.942364,10888.6,71990,"scenario_6"
"252",2012,68255.3,68255.3,23488.65,1977.935,1.17926,18220,71990,"scenario_6"
"253",2013,63176.6,63176.6,22318.75,1946.575,0.997566,13612.3,71990,"scenario_6"
"254",2014,61904.1,61904.1,21642.05,1905.515,0.785344,10583.2,71990,"scenario_6"
"255",2015,64228.2,64228.2,21900.5,1894.285,0.464503,9209.56,71990,"scenario_6"
"256",2016,70140.2,70140.2,23000.6,1961.07,0.856146,13231.8,71990,"scenario_6"
"257",2017,74289.6,74289.6,24036.05,2104.945,0.831561,15170.3,71990,"scenario_6"
"258",2018,75687.6,75687.6,25243.65,2362.79,0.914303,20414.3,71990,"scenario_6"
"259",2019,69222.7,69222.7,23489.1,2451.02,0.947838,19186.9,71990,"scenario_6"
"260",2020,63629.5,63629.5,21390.1,2519.115,0.632734,14249.9,71990,"scenario_6"
"261",2021,63802,63802,20513.15,2539.755,0.688405,13966.1,71990,"scenario_6"
"262",2022,65345.9,65345.9,20784.15,2594.97,0.605839,11852,71990,"scenario_6"
"263",2023,67518,67518,22924.85,3031.065,0.254176,7311.63,71990,"scenario_6"
"264",2024,72911,72911,24742.3,3299.675,1.02551,18341.9,71990,"scenario_6"
"265",2025,72314.7,72314.7,23362.4,9250,0.892332,15432.7,71990,"scenario_6"
"266",2026,76894.3,76894.3,24083.6,14998.3,0.964171,16595.2,71990,"scenario_6"
"267",2027,82231.5,82231.5,25790.35,17599.8,1.132,19702.7,71990,"scenario_6"
"268",2028,85728.2,85728.2,27113.65,15888.5,1.26167,22503.3,71990,"scenario_6"
"269",2029,87011.8,87011.8,27633.45,12842.8,1.31254,23855.5,71990,"scenario_6"
"270",2030,87060.1,87060.1,27664.3,11257.85,1.31545,24043.1,71990,"scenario_6"
"271",2031,86871.6,86871.6,27594.3,11080.3,1.30852,23901.6,71990,"scenario_6"
"272",2032,86781.9,86781.9,27559.35,11291.4,1.30509,23811.4,71990,"scenario_6"
"273",2033,86771.1,86771.1,27554.7,11418.05,1.30463,23794.2,71990,"scenario_6"
"274",2034,86779.4,86779.4,27557.7,11439.2,1.30493,23799.8,71990,"scenario_6"
"275",2035,86784.2,86784.2,27559.55,11428.15,1.30511,23804.5,71990,"scenario_6"
"276",2036,86785.1,86785.1,27559.9,11419.95,1.30515,23805.6,71990,"scenario_6"
"277",1991,164444,164444,59888.5,6053.35,0.144053,9797.54,71990,"scenario_7"
"278",1992,176503,176503,61750.5,5411.15,0.622463,43067.8,71990,"scenario_7"
"279",1993,153787,153787,55829.5,5068.9,0.583088,34204.7,71990,"scenario_7"
"280",1994,135408,135408,51253.5,4778.055,0.380697,21539.1,71990,"scenario_7"
"281",1995,130432,130432,47832.3,4292.72,0.337276,16534.1,71990,"scenario_7"
"282",1996,132371,132371,45751.95,3779.345,0.702772,31609.1,71990,"scenario_7"
"283",1997,123060,123060,42344.55,3296.325,0.738548,25164,71990,"scenario_7"
"284",1998,125179,125179,40620.8,2981.665,1.02999,34726.3,71990,"scenario_7"
"285",1999,125503,125503,39224.95,2916.885,0.960668,28130.4,71990,"scenario_7"
"286",2000,131732,131732,41537,3055.335,1.36459,39684.7,71990,"scenario_7"
"287",2001,125974,125974,41561,3175.71,0.97225,34207.3,71990,"scenario_7"
"288",2002,127891,127891,40904.2,3300.72,1.20378,30800.9,71990,"scenario_7"
"289",2003,135413,135413,41992,3478.975,1.46238,32456.7,71990,"scenario_7"
"290",2004,137164,137164,46217.05,3762.68,1.00953,28873.1,71990,"scenario_7"
"291",2005,132992,132992,48604.75,3720.15,0.680553,22693.6,71990,"scenario_7"
"292",2006,125927,125927,47631.9,3401.495,0.564875,24211.4,71990,"scenario_7"
"293",2007,113907,113907,41668.95,2930.675,0.955254,34354.6,71990,"scenario_7"
"294",2008,94087.7,94087.7,32194.3,2428.44,1.16235,31228.8,71990,"scenario_7"
"295",2009,80436.1,80436.1,25780.55,2088.01,1.53135,28582.1,71990,"scenario_7"
"296",2010,72564.3,72564.3,21788.4,1966.975,2.31533,29006.3,71990,"scenario_7"
"297",2011,64401.5,64401.5,20824.55,1922.085,0.942364,10888.6,71990,"scenario_7"
"298",2012,68255.3,68255.3,23488.65,1977.935,1.17926,18220,71990,"scenario_7"
"299",2013,63176.6,63176.6,22318.75,1946.575,0.997566,13612.3,71990,"scenario_7"
"300",2014,61904.1,61904.1,21642.05,1905.515,0.785344,10583.2,71990,"scenario_7"
"301",2015,64228.2,64228.2,21900.5,1894.285,0.464503,9209.56,71990,"scenario_7"
"302",2016,70140.2,70140.2,23000.6,1961.07,0.856146,13231.8,71990,"scenario_7"
"303",2017,74289.6,74289.6,24036.05,2104.945,0.831561,15170.3,71990,"scenario_7"
"304",2018,75687.6,75687.6,25243.65,2362.79,0.914303,20414.3,71990,"scenario_7"
"305",2019,69222.7,69222.7,23489.1,2451.02,0.947838,19186.9,71990,"scenario_7"
"306",2020,63629.5,63629.5,21390.1,2519.115,0.632734,14249.9,71990,"scenario_7"
"307",2021,63802,63802,20513.15,2539.755,0.688405,13966.1,71990,"scenario_7"
"308",2022,65345.9,65345.9,20784.15,2594.97,0.605839,11852,71990,"scenario_7"
"309",2023,67518,67518,22924.85,3031.065,0.254176,7311.63,71990,"scenario_7"
"310",2024,72911,72911,25001.2,3820.645,0.824599,15237.8,71990,"scenario_7"
"311",2025,74740.5,74740.5,24508.9,13168.05,0.787481,14618.4,71990,"scenario_7"
"312",2026,79624.1,79624.1,25094.95,22893.3,1.06033,19121.2,71990,"scenario_7"
"313",2027,82566.2,82566.2,25921.7,18102.7,1.14435,20102.2,71990,"scenario_7"
"314",2028,85634.5,85634.5,27080.6,15559.55,1.25838,22453.5,71990,"scenario_7"
"315",2029,86935.3,86935.3,27604.55,12704.7,1.3097,23786.3,71990,"scenario_7"
